target_x,target_y,velocity_x,velocity_y,obs_1_x,obs_1_y,obs_2_x,obs_2_y,obs_3_x,obs_3_y,obs_4_x,obs_4_y,obs_5_x,obs_5_y,obs_fac_x,obs_fac_y
0.37511984,-0.01222391,0.06448312,-0.08601478,-0.81257653,0.016795492,0.47055846,-0.0045260424,-0.63330185,0.013306751,0.29650968,0.004989965,-0.46925113,0.014407702,0.6300733,-0.02481427
0.37511984,-0.01222391,-0.012439625,0.040027313,-0.81458056,0.016597087,0.39611858,-0.0029923278,-0.6322078,0.0145666925,0.3971375,-0.0002724414,-0.46819544,0.014680409,0.62965864,-0.023480026
0.37511984,-0.01222391,-2.7346482,-0.03633617,-0.8123699,0.0171433,0.45358932,-0.001336108,-0.62694246,0.013329121,-0.049482066,0.007294132,-0.46888706,0.014751249,0.5385037,-0.024691232
0.37511984,-0.01222391,0.2261663,0.097168095,-0.78574014,0.01594834,0.45485115,-0.011530689,-0.63244087,0.015423431,0.3511812,0.0006013418,-0.46837628,0.014464693,0.54604256,-0.021452295
0.37511984,-0.01222391,-0.34639204,-0.045795716,-0.79469126,0.017615745,0.46143767,-0.010152769,-0.62822664,0.013619939,-0.3763779,0.007128217,-0.47969764,0.012171179,0.5344962,-0.02297882
0.37511984,-0.01222391,-1.0994887,-0.0776418,-0.79555863,0.01790683,0.46693045,-0.011311777,-0.63077426,0.01384391,-0.37632143,0.011546668,-0.4879934,0.013202621,0.49784654,-0.02556688
0.37511984,-0.01222391,-0.16065253,0.32853553,-0.8036235,0.018644258,0.464022,-0.011873703,-0.6289444,0.013523532,-0.2957989,0.01022787,-0.38539484,0.011377291,0.49249145,-0.014615694
0.37511984,-0.01222391,-0.0818922,-0.14531273,-0.8039359,0.017875403,0.4624385,-0.012895026,-0.6215847,0.015004782,-0.4461053,0.012892895,-0.44129696,0.011989552,0.4897617,-0.019459452
0.37511984,-0.01222391,-0.20912473,-0.0385173,-0.8073104,0.021085843,0.3703469,0.0015656725,-0.6303692,0.021072263,-0.42877933,0.012063321,-0.44369754,0.012199675,0.4827909,-0.020743363
0.37511984,-0.01222391,-0.2907293,0.14672686,-0.8068337,0.020810207,0.48895985,-0.007772968,-0.5693868,0.016515061,-0.36851278,0.011871307,-0.44887847,0.012255068,0.47309992,-0.015852466
0.37511984,-0.01222391,-0.6113792,-0.0049375007,-0.80653596,0.022064555,0.48556697,-0.00790373,-0.60112286,0.014681741,-0.36571434,0.0134007605,-0.46827906,0.014484934,0.4527206,-0.01601705
0.37511984,-0.01222391,-2.5359738,-0.01669802,-0.80747175,0.022556176,0.48618641,-0.008597483,-0.5453131,0.012919261,-0.38619512,0.015841547,-0.47020665,0.011485148,0.36818814,-0.01657365
0.37511984,-0.01222391,0.16434367,-0.07981494,-0.80511916,0.02217348,0.48739365,-0.008627843,-0.63204,0.022033397,-0.49878478,0.013314473,-0.4764366,0.013720872,0.37366626,-0.019234149
0.37511984,-0.01222391,0.5530081,0.027028423,-0.8042922,0.021740183,0.48656166,-0.008719189,-0.6345852,0.020217653,-0.3911233,0.01461463,-0.486008,0.014777615,0.39209986,-0.0183332
0.37511984,-0.01222391,-0.45372275,-0.05908223,-0.80262214,0.020283168,0.47995728,-0.010036389,-0.6333471,0.013124058,-0.13415034,0.010811902,-0.4786992,0.011654526,0.37697577,-0.020302609
0.37511984,-0.01222391,0.27046797,0.21912755,-0.8015798,0.019731361,0.4749191,-0.011628693,-0.6366231,0.012612731,0.4310595,0.0110542495,-0.48527697,0.015859656,0.38599136,-0.0129983565
0.37511984,-0.01222391,-0.15971775,-0.09988452,-0.80258703,0.020222448,0.47916767,-0.011701664,-0.6370694,0.014788534,-0.08272524,0.011672635,-0.492415,0.012013254,0.38066745,-0.016327841
0.37511984,-0.01222391,0.34970766,0.04653874,-0.80965984,0.022292523,0.4822793,-0.011355985,-0.63685846,0.016230902,-0.021134313,0.010561564,-0.4981688,0.01042814,0.3923244,-0.014776549
0.37511984,-0.01222391,-0.20971595,-0.05083708,-0.80614126,0.02316311,0.48127767,-0.012771456,-0.63690376,0.016679112,0.36668664,0.0048954226,-0.48994628,0.0116681075,0.38533384,-0.01647112
0.37511984,-0.01222391,0.33470342,0.03635215,-0.8058403,0.021270668,0.48112616,-0.012880112,-0.3656515,0.014056963,0.6314435,0.011376758,-0.48500317,0.011583686,0.39649063,-0.01525938
0.37511984,-0.01222391,-0.13066001,0.019302592,-0.8069309,0.020029368,0.47788376,-0.011358649,-0.6335551,0.015835954,0.3507402,0.009037703,-0.48513368,0.013081447,0.3921353,-0.01461596
0.37511984,-0.01222391,-0.28855616,-0.019550266,-0.81167555,0.01765223,0.47858498,-0.012208463,-0.634125,0.01529054,0.3900423,0.009439308,-0.48429984,0.014093715,0.38251674,-0.015267637
0.37511984,-0.01222391,0.11597534,0.006511429,-0.8115166,0.01722719,0.47602832,-0.014483602,-0.6290075,0.015731025,-0.3414431,0.013734721,-0.47908458,0.013009542,0.3863826,-0.015050588
0.37511984,-0.01222391,0.13261743,0.10663563,-0.81095654,0.01736168,0.4734179,-0.015433018,-0.63290954,0.016337695,0.43326062,0.013277989,-0.4846679,0.018926553,0.3908032,-0.011496067
0.37511984,-0.01222391,0.14111026,-0.03151052,-0.81070966,0.018776085,0.47694153,-0.014504374,-0.6368289,0.017302291,-0.37569773,0.01774624,-0.48727167,0.01702266,0.39550686,-0.012546418
0.37511984,-0.01222391,-0.61161095,0.009675264,-0.8092878,0.019128155,0.47761476,-0.013526195,-0.6302544,0.014513163,-0.378722,0.013991715,-0.48556137,0.012101671,0.37511984,-0.01222391
0.5061838,-0.020705812,0.05347361,-0.09479522,-0.81120366,0.019709522,0.47820467,-0.012505139,-0.63290846,0.021103954,0.3644328,0.009585516,-0.48906502,0.015598667,0.37690228,-0.01538375
0.5061838,-0.020705812,-0.08364989,-0.12236693,-0.80757856,0.019753998,0.47755086,-0.01236559,-0.6353645,0.015093465,-0.39568555,0.01975879,-0.4912118,0.014573882,0.37411395,-0.019462647
0.5061838,-0.020705812,0.091583446,0.09774334,-0.8080745,0.018797657,0.47920787,-0.011930962,-0.6076186,0.018086059,-0.38554397,0.018126806,-0.4861843,0.0126063395,0.37716672,-0.016204536
0.5061838,-0.020705812,-0.70198,0.0033635725,-0.8014195,0.023975374,0.4771948,-0.011487279,-0.64218026,0.02278574,-0.39040077,0.013315006,-0.49626383,0.011892878,0.3537674,-0.016092418
0.5061838,-0.020705812,1.0569048,0.034874093,-0.8029945,0.019116437,0.47464374,-0.011083278,-0.6345405,0.019979833,-0.39328417,0.015098259,-0.48396987,0.013632721,0.38899755,-0.014929947
0.5061838,-0.020705812,0.006679208,-0.0034914042,-0.79959947,0.018146513,0.4726834,-0.010524813,-0.632542,0.018611768,-0.3778839,0.01604874,-0.47932053,0.013699833,0.3892202,-0.015046327
0.5061838,-0.020705812,0.12797554,0.030423952,-0.79683673,0.018448517,0.46671018,-0.0110412,-0.6274839,0.012138954,-0.41561744,0.02019182,-0.4935594,0.018367022,0.39348605,-0.014032195
0.5061838,-0.020705812,0.019558255,0.029561087,-0.77790374,0.017676199,0.46452507,-0.011004448,-0.5137861,0.013387977,-0.42786294,0.020726584,-0.48475683,0.016218385,0.39413798,-0.013046826
0.5061838,-0.020705812,-0.13936855,-0.095346496,-0.77433723,0.016981913,0.47056407,-0.010892329,-0.2903996,0.008743424,-0.16571839,0.017937189,-0.48466763,0.01754304,0.38949236,-0.016225042
0.5061838,-0.020705812,-0.105349325,-0.04021107,-0.77076834,0.017512148,0.47789627,-0.009003615,-0.6271371,0.015419437,0.16040432,0.013820474,-0.4843025,0.017474331,0.38598073,-0.017565412
0.5061838,-0.020705812,-0.41792187,-0.2012471,-0.767225,0.017398965,0.4811818,-0.011832957,-0.3966997,0.012713665,-0.3979322,0.014532072,-0.47036725,0.017588848,0.37205,-0.024273649
0.5061838,-0.020705812,0.6859531,0.12708871,-0.76409394,0.01636619,0.48071602,-0.010501376,-0.38888863,0.014299843,-0.4058186,0.013949638,-0.47101226,0.01793852,0.3949151,-0.020037359
0.5061838,-0.020705812,0.021883195,0.045404233,-0.7683491,0.01705515,0.47822943,-0.012011656,-0.62975395,0.016641295,-0.40829137,0.018961707,-0.47296357,0.013917147,0.39564455,-0.018523883
0.5061838,-0.020705812,-0.3303891,-0.0059601543,-0.79457676,0.018733473,0.47717243,-0.012085425,-0.62775344,0.014105965,-0.39877108,0.01363352,-0.48642159,0.013772005,0.38463157,-0.018722555
0.5061838,-0.020705812,-0.13427925,-0.05754026,-0.7923908,0.018932145,0.4772113,-0.012422315,-0.63100594,0.022376146,-0.40743753,0.016532637,-0.48600107,0.015355787,0.3801556,-0.020640563
0.5061838,-0.020705812,0.3526478,0.17186177,-0.7973179,0.01909167,0.4771402,-0.01128115,-0.63541055,0.025048362,-0.33170897,0.0137839895,-0.4857731,0.014911305,0.39191052,-0.014911838
0.5061838,-0.020705812,1.6068848,-0.022841932,-0.79153275,0.018419754,0.48000282,-0.010950386,-0.634737,0.016577378,-0.39913008,0.013785054,-0.4892954,0.012554408,0.44547334,-0.015673235
0.5061838,-0.020705812,1.235278,0.22716498,-0.7966066,0.01925945,0.48501888,-0.011016166,-0.54150695,0.015083612,-0.39800996,0.013898239,-0.48426682,0.012425511,0.48664927,-0.008101069
0.5061838,-0.020705812,0.0025086978,-0.2473544,-0.78943443,0.01872069,0.4873084,-0.009102684,-0.63792187,0.018718295,-0.3996116,0.013421799,-0.4691928,0.01463407,0.4867329,-0.016346216
0.5061838,-0.020705812,0.094116114,0.048344363,-0.79203,0.017753964,0.48773158,-0.011121094,-0.63712746,0.01167663,-0.40376824,0.014016749,-0.4699779,0.012899553,0.4898701,-0.014734738
0.5061838,-0.020705812,0.15783224,-0.060240705,-0.7894246,0.017903367,0.48802242,-0.010458234,-0.64791274,0.016144082,-0.41292658,0.014325144,-0.47972906,0.011970377,0.4951312,-0.01674276
0.5061838,-0.020705812,0.049566753,0.22568692,-0.8228723,0.018296715,0.4748017,-0.013870542,-0.64537793,0.020800354,-0.46935126,0.02122353,-0.4725204,0.012352007,0.4967834,-0.009219863
0.5061838,-0.020705812,0.11088604,-0.26207903,-0.81934786,0.018676216,0.49035108,-0.010243849,-0.6443923,0.013782391,-0.47413588,0.01808446,-0.4723457,0.015034343,0.5004796,-0.01795583
0.5061838,-0.020705812,-0.16651681,0.009851033,-0.80977434,0.017735587,0.4859803,-0.013532586,-0.64194244,0.019753998,-0.45308572,0.018345185,-0.41690588,0.008550345,0.49492905,-0.017627463
0.5061838,-0.020705812,0.022618227,0.16287361,-0.81132406,0.018840533,0.481699,-0.014561366,-0.63801694,0.016903616,-0.44795167,0.019570772,-0.453274,0.00951148,0.49568298,-0.012198343
0.5061838,-0.020705812,0.2574531,0.01252751,-0.81063,0.018846659,0.47723952,-0.016174976,-0.63554394,0.018610703,-0.4427934,0.01971698,-0.488787,0.010093114,0.5042648,-0.011780759
0.5061838,-0.020705812,0.33634126,-0.13542973,-0.8046278,0.018533204,0.4793618,-0.011458251,-0.6231464,0.018092185,-0.43431443,0.019114839,-0.48978195,0.010156764,0.5154761,-0.016295083
0.5061838,-0.020705812,0.46605054,-0.0013182648,-0.8052709,0.018357968,0.47582194,-0.01609002,-0.6322446,0.01718165,-0.40438265,0.01930046,-0.48888075,0.009109875,0.53101116,-0.016339026
0.5061838,-0.020705812,0.8840683,-0.12929381,-0.8103088,0.0187388,0.4775109,-0.017540911,-0.63928354,0.015260979,-0.41709605,0.018579809,-0.48102894,0.015301991,0.5604801,-0.02064882
0.5061838,-0.020705812,2.2215238,-0.12576246,-0.78955454,0.019189408,0.47768188,-0.017173395,-0.63285094,0.023159381,-0.42743176,0.01817794,-0.48341727,0.009218,0.6345309,-0.0248409
0.5061838,-0.020705812,-1.5585884,-0.03926831,-0.78473556,0.018328141,0.4731268,-0.011746138,-0.63541317,0.018637866,-0.43050477,0.017661018,-0.47747734,0.006216617,0.58257794,-0.026149845
0.5061838,-0.020705812,-1.0000995,0.054376423,-0.7714954,0.019788885,0.46907455,-0.010733338,-0.6361682,0.017970745,-0.42239892,0.021782527,-0.48580587,0.016056465,0.5492413,-0.024337297
0.5061838,-0.020705812,1.8030826,-0.03370763,-0.76032555,0.018390458,0.46765828,-0.010591658,-0.6326896,0.01675235,-0.399761,0.021215806,-0.47964677,0.009661416,0.60934407,-0.025460886
0.5061838,-0.020705812,0.8327119,-0.02580603,-0.7704554,0.021248298,0.46553415,-0.010948522,-0.63381076,0.020303408,-0.3938613,0.020319121,-0.48154613,0.012173842,0.6371011,-0.026321087
0.5061838,-0.020705812,-0.44379982,0.08517588,-0.7766191,0.021363879,0.4687816,-0.010906178,-0.6349373,0.015171496,-0.41162512,0.017259149,-0.4680391,0.015239673,0.6223078,-0.02348189
0.5061838,-0.020705812,0.22392924,-0.072760224,-0.7978026,0.017877001,0.47033316,-0.013726198,-0.631236,0.017074857,-0.39457342,0.017524932,-0.47910455,0.015636217,0.62977207,-0.025907231
0.5061838,-0.020705812,-0.056941047,0.06490656,-0.8005582,0.01443673,0.47445333,-0.01450038,-0.62304866,0.025616413,-0.39338723,0.016763268,-0.4781908,0.006808105,0.6278741,-0.02374368
0.5061838,-0.020705812,0.078049265,0.07818508,-0.8010578,0.016759539,0.4766342,-0.014019413,-0.6422197,0.022180403,-0.39670074,0.019242138,-0.47253826,0.011269965,0.6304757,-0.02113751
0.5061838,-0.020705812,-0.050173953,-0.11826832,-0.80317265,0.016073775,0.47036484,-0.009916813,-0.64990956,0.014186126,-0.3927217,0.019117236,-0.48749855,0.012593556,0.62880325,-0.025079787
0.5061838,-0.020705812,-0.1963096,-0.004665858,-0.7752268,0.020383835,0.47353855,-0.009806026,-0.6403643,0.01085398,-0.391853,0.018009894,-0.48919845,0.015660718,0.62225956,-0.025235316
0.5061838,-0.020705812,-0.12752813,0.062206116,-0.77410793,0.018994197,0.47527653,-0.008905877,-0.63855225,0.015314775,-0.3891222,0.018509502,0.022905583,0.004948686,0.6180086,-0.023161778
0.5061838,-0.020705812,-0.34480214,0.01021056,-0.81205696,0.018140655,0.4754941,-0.013985856,-0.6366412,0.023590814,-0.4034721,0.017519604,0.23917264,0.0020192086,0.6065152,-0.022821426
0.5061838,-0.020705812,-0.04917527,0.02458364,-0.77903163,0.0185878,0.48075622,-0.011842012,-0.63980126,0.012090218,-0.39639077,0.0148481885,0.19745502,0.0082065305,0.60487604,-0.022001972
0.5061838,-0.020705812,-2.4209492,0.123797044,-0.8071535,0.0157265,0.48261166,-0.0077830884,-0.6358806,0.016067117,-0.39254543,0.01438826,0.22579186,0.006354835,0.52417773,-0.017875403
0.5061838,-0.020705812,0.51838964,-0.06783071,-0.7785152,0.018804846,0.48003238,-0.008451808,-0.6344108,0.01969168,-0.38841885,0.014022875,0.20440614,0.005719671,0.5414574,-0.020136427
0.5061838,-0.020705812,-0.73213226,-0.059609536,-0.80934584,0.01672252,0.47472683,-0.008057128,-0.6379155,0.015660452,-0.38205415,0.015240472,0.20342982,-0.0005243764,0.517053,-0.022123411
0.5061838,-0.020705812,-0.34674358,0.047417585,-0.78097147,0.017457021,0.47935328,-0.008979114,-0.639654,0.019406987,-0.38795918,0.014168283,0.22951709,-0.001614142,0.5054949,-0.020542827
0.5061838,-0.020705812,-0.045532066,0.06592922,-0.8026451,0.017325195,0.47970855,-0.011522699,-0.63574475,0.01910179,-0.39467993,0.0136830555,0.23852628,-0.0009139969,0.5039771,-0.018345185
0.5061838,-0.020705812,0.06620086,-0.07081878,-0.8046925,0.016915068,0.47340804,-0.012214055,-0.63579375,0.018335331,-0.39276725,0.012646819,0.24536794,-0.008686433,0.5061838,-0.020705812
0.5926186,-0.024639035,-0.11242801,-0.027459854,-0.8011465,0.016422916,0.4713478,-0.01172723,-0.63579935,0.016928917,-0.38415885,0.013143499,0.2600585,-0.0027755464,0.5024362,-0.02162114
0.5926186,-0.024639035,0.12628976,0.00974717,-0.8017433,0.01748525,0.47282642,-0.013442306,-0.6331018,0.016906014,-0.389066,0.012744291,0.26622236,-0.0032674323,0.5066459,-0.021296235
0.5926186,-0.024639035,-0.21157749,0.10518954,-0.77346057,0.017102022,0.4726999,-0.013797305,-0.64277977,0.016162992,-0.38893178,0.017145164,0.25067297,-0.010145046,0.49959332,-0.017789915
0.5926186,-0.024639035,0.25937858,-0.120345585,-0.7802833,0.01808526,0.47586587,-0.014063355,-0.64230436,0.015843412,-0.3894953,0.015868712,0.25566933,-0.0004050668,0.50823927,-0.021801436
0.5926186,-0.024639035,-0.22960177,0.0088124005,-0.76999176,0.0182067,0.47519448,-0.012617258,-0.63614345,0.016008528,-0.39059892,0.016602945,0.23690815,-0.001952097,0.50058585,-0.02150769
0.5926186,-0.024639035,-0.026069684,-0.007374293,-0.7789954,0.017983794,0.47542858,-0.013592508,-0.63365525,0.016699351,-0.38819382,0.016650615,0.23592864,-0.0036282907,0.49971688,-0.0217535
0.5926186,-0.024639035,-0.016442357,-0.020612868,-0.7717806,0.018843995,0.47234225,-0.013646037,-0.6337695,0.01761388,-0.38793015,0.016805878,0.112587795,-0.0001866876,0.4991688,-0.022440594
0.5926186,-0.024639035,0.030503847,-0.0020772656,-0.759565,0.01949354,0.47501525,-0.013200224,-0.6364633,0.022556974,-0.38751605,0.016435966,0.09056932,-0.0009928264,0.5001856,-0.022509836
0.5926186,-0.024639035,0.1308997,0.108944595,-0.7731266,0.020007264,0.47322643,-0.014316888,-0.6332411,0.017092701,-0.38624117,0.017571004,0.08060244,-0.008565791,0.5045489,-0.01887835
0.5926186,-0.024639035,0.09422796,-0.015515576,-0.7759623,0.023954336,0.4744118,-0.01362127,-0.6330744,0.017425861,-0.39099625,0.021553496,0.073967166,-0.0042472095,0.50768983,-0.019395536
0.5926186,-0.024639035,0.6201677,0.0016058862,-0.7414539,0.01584208,0.4719939,-0.01292219,-0.6347911,0.01746501,-0.40687215,0.023572704,0.14973623,0.0027941887,0.5283621,-0.019342007
0.5926186,-0.024639035,0.23829433,0.04820055,-0.48524925,0.00915648,0.46796986,-0.01442874,-0.6313878,0.016512664,-0.43877283,0.023759658,0.13557088,-0.00031691618,0.53630525,-0.017735321
0.5926186,-0.024639035,1.4570421,-0.122518726,-0.49081525,0.002902313,0.46954858,-0.014055099,-0.58661556,0.012391688,-0.39152595,0.015635686,0.17396088,-0.003649596,0.5848733,-0.021819279
0.5926186,-0.024639035,0.53955376,0.0747576,-0.49725717,0.004019509,0.47232866,-0.013484384,-0.618059,0.016992033,-0.42248094,0.015225559,0.20748901,-0.0019254654,0.6028584,-0.01932736
0.5926186,-0.024639035,0.33042905,-0.1348385,-0.48631293,-0.00016218651,0.47424453,-0.015566976,-0.58185625,0.014848455,0.37027872,0.009996974,0.3338898,0.002514823,0.61387277,-0.023821976
0.5926186,-0.024639035,0.39137283,0.025174862,-0.4817818,0.004429902,0.47464108,-0.014399179,-0.63500655,0.018266622,0.38722843,0.010536265,0.25051266,0.0020399813,0.6269185,-0.022982813
0.5926186,-0.024639035,-0.34586474,0.03616839,-0.4861377,0.0037942056,0.4637666,-0.015539012,-0.605965,0.013972808,0.24558073,0.008225173,0.18236156,-0.0051883706,0.6153897,-0.021777201
0.5926186,-0.024639035,-0.19606991,0.018519621,-0.4941176,0.0040796963,0.47113025,-0.014410364,-0.6419438,0.017937722,0.42953432,0.014820226,0.14689463,-0.0032312134,0.608854,-0.02115988
0.5926186,-0.024639035,-0.6841075,-0.018463695,-0.4738677,0.0013435647,0.46387526,-0.013423131,-0.63879246,0.017561417,0.31755108,0.005763347,0.14257233,0.0017028252,0.58605045,-0.021775337
0.5926186,-0.024639035,1.1601769,-0.15241536,-0.44494125,-0.0030887343,0.46346354,-0.01249635,-0.64179254,0.01690974,0.31815827,0.006848851,0.1675906,0.0011225224,0.624723,-0.026855849
0.5926186,-0.024639035,0.566742,-0.008892295,-0.36841744,-0.0051244544,0.46639752,-0.012901418,-0.6284458,0.019251725,0.31421414,0.007588145,0.21414559,-0.001968076,0.6436144,-0.027152259
0.5926186,-0.024639035,-1.3190237,0.16296148,-0.46799144,0.0049406965,0.46868813,-0.013320599,-0.6315362,0.020003801,-0.38116813,0.016025038,0.22801879,0.001246892,0.5996469,-0.02172021
0.5926186,-0.024639035,2.3232617,0.034858115,-0.38938716,-0.00926354,0.466756,-0.013681457,-0.63486856,0.023574568,-0.3722532,0.017497234,0.27710962,0.0026298715,0.677089,-0.020558272
0.5926186,-0.024639035,-2.241002,-0.034977958,-0.3590913,-0.010610833,0.47202,-0.013893978,-0.4781197,0.016308399,-0.28565493,0.010292319,0.27325073,0.0016492957,0.6023889,-0.021724204
0.5926186,-0.024639035,0.031614386,0.02057292,-0.35795203,-0.005479987,0.46675706,-0.014999189,-0.5322378,0.015630359,-0.38568938,0.014430072,0.25467622,0.0030983216,0.6034427,-0.02103844
0.5926186,-0.024639035,3.2987537,-0.14898789,-0.35218415,-0.007570568,0.4722437,-0.014500113,-0.63069165,0.023181485,-0.39659342,0.019293271,0.1837645,0.005752428,0.7134012,-0.026004702
0.5926186,-0.024639035,-2.413591,0.0066152923,-0.355393,-0.009007876,0.47745284,-0.014865499,-0.6304746,0.02409575,-0.39270362,0.017115604,-0.3890676,0.0129791815,0.63294816,-0.025784193
0.5926186,-0.024639035,0.7845193,0.036919404,-0.35692057,-0.003685815,0.46876055,-0.014701448,-0.63078725,0.022813704,-0.38848755,0.018184064,-0.41115746,0.017470604,0.6590988,-0.024553547
0.5926186,-0.024639035,-0.6273502,-0.04686631,-0.42891514,0.004361459,0.46851182,-0.014357101,-0.63065517,0.018542793,-0.38553146,0.01865571,-0.37885916,0.017804297,0.63818717,-0.026115756
0.5926186,-0.024639035,-0.88748777,0.036400087,-0.4127154,0.0010567423,0.4488878,-0.017568074,-0.63287145,0.018508969,-0.38117373,0.017242104,0.12916943,0.010751181,0.6086042,-0.02490242
0.5926186,-0.024639035,-0.104430534,-0.033308156,-0.45320237,-0.0029193573,0.4500473,-0.016817862,-0.6357389,0.017526263,-0.38334605,0.018593391,-0.40089628,0.014864966,0.6051232,-0.026012693
0.5926186,-0.024639035,-0.15660186,0.05055745,-0.3612261,-0.0060789315,0.44603926,-0.013717943,-0.63858104,0.014371216,-0.38611814,0.014956845,-0.4296374,0.0127802435,0.5999031,-0.024327444
0.5926186,-0.024639035,0.2554078,0.053609435,-0.47656283,-0.0064954497,-0.27231276,0.0067545753,-0.63881564,0.011190603,-0.38478762,0.015949672,-0.38420147,0.014504108,0.60841674,-0.022540463
